user_id,merchant_id,amount,hour,country,channel,device_type,merchant_category,currency,is_high_risk_country,is_international,card_present,velocity_24h,label
48847,4104,60.74,0,CA,online,android,utilities,USD,0,0,0,0,0
46444,2580,6.41,9,GB,online,ios,grocery,USD,0,0,0,1,0
8397,2428,38.38,21,CA,pos,web,electronics,USD,0,0,1,0,0
29481,354,10.82,10,US,mobile,web,restaurant,EUR,0,0,0,0,0
23887,2426,61.0,13,US,online,web,grocery,EUR,0,1,0,0,0
11710,4340,87.83,15,US,online,web,utilities,GBP,0,0,0,3,0
25641,1919,24.05,11,CA,online,android,restaurant,USD,0,0,0,0,0
36542,1952,66.05,5,ES,pos,web,grocery,USD,0,0,1,0,0
3877,4806,20.21,15,IT,online,web,gaming,EUR,0,1,0,3,0
39875,287,58.75,16,SE,online,web,grocery,CAD,0,0,0,0,0
24799,1086,174.27,22,IN,pos,web,fuel,GBP,0,0,1,3,0
28500,262,58.63,20,DE,mobile,card,grocery,AUD,0,0,0,1,0
29345,927,98.48,15,US,pos,android,restaurant,EUR,0,0,1,2,0
34703,321,110.3,9,US,pos,card,restaurant,EUR,0,1,1,0,0
45038,3698,89.91,9,GB,pos,web,travel,USD,0,0,1,1,0
10113,3953,9.04,8,IN,pos,web,grocery,USD,0,0,1,1,0
12223,2635,28.3,5,US,pos,web,grocery,EUR,0,0,1,4,0
27758,1628,75.22,11,US,pos,android,restaurant,GBP,0,0,1,3,0
21483,4172,14.84,15,US,pos,android,restaurant,AUD,0,0,1,2,0
29927,826,233.02,5,US,pos,web,electronics,USD,0,0,1,0,0
25465,838,17.44,8,CH,online,ios,restaurant,EUR,0,1,0,4,0
8532,1935,60.07,19,IN,pos,android,restaurant,USD,0,0,1,1,0
16267,3976,92.66,12,FR,mobile,ios,grocery,USD,0,0,0,2,0
27203,4640,79.8,16,CH,mobile,ios,digital,USD,0,0,0,0,0
22238,4652,26.0,18,AU,online,android,digital,EUR,0,0,0,1,0
35143,1884,128.56,15,GB,pos,ios,grocery,GBP,0,0,1,0,0
46062,11,16.72,16,DE,online,card,fashion,USD,0,1,0,0,0
3487,2076,71.85,21,AU,pos,ios,utilities,USD,0,0,1,1,0
2184,1327,42.2,9,IN,online,card,restaurant,EUR,0,0,0,0,0
36491,2327,6.91,8,ES,online,web,electronics,EUR,0,0,0,3,0
15541,406,30.27,18,CA,mobile,web,restaurant,AUD,0,0,0,1,0
8313,4889,65.1,20,FR,pos,android,restaurant,USD,0,0,1,0,0
30336,790,72.99,16,US,pos,android,utilities,GBP,0,0,1,1,0
25106,393,38.63,19,DE,pos,ios,electronics,EUR,0,0,1,1,0
4528,4393,21.86,18,US,mobile,android,gaming,USD,0,0,0,0,0
36279,4200,34.08,22,IN,pos,web,fashion,USD,0,0,1,0,0
30128,2900,194.22,16,DE,pos,web,utilities,USD,0,0,1,0,0
18716,3471,18.99,3,US,online,android,grocery,AUD,0,0,0,2,0
10358,3031,48.96,3,US,pos,card,grocery,USD,0,0,1,0,0
29258,4016,74.87,16,US,online,web,restaurant,USD,0,0,0,1,0
922,2939,89.27,18,ES,online,web,fuel,EUR,0,0,0,0,0
11346,1545,15.52,12,US,mobile,web,restaurant,USD,0,0,0,1,0
17543,1644,22.82,10,AU,mobile,ios,restaurant,USD,0,0,0,2,0
20491,3217,46.11,14,IN,mobile,web,utilities,USD,0,0,0,1,0
47218,2627,79.88,15,US,online,web,grocery,EUR,0,0,0,1,0
30077,4669,26.32,14,US,online,web,fuel,GBP,0,0,0,2,0
11041,1040,55.78,9,US,pos,web,fuel,USD,0,0,1,1,0
27113,2372,38.23,23,US,online,android,electronics,USD,0,0,0,3,0
20045,4187,41.06,8,DE,online,web,grocery,EUR,0,0,0,0,0
29598,4261,18.75,17,FR,mobile,web,restaurant,USD,0,0,0,0,0
49985,4213,62.5,15,US,mobile,web,grocery,EUR,0,0,0,1,0
8683,2903,45.23,4,CA,pos,web,grocery,USD,0,0,1,1,0
33407,840,64.18,10,US,mobile,web,digital,EUR,0,0,0,1,0
8911,2988,65.5,21,IN,online,web,electronics,USD,0,0,0,1,0
5538,99,40.16,13,DE,online,web,utilities,USD,0,0,0,3,0
20193,1137,45.07,15,ES,pos,ios,digital,USD,0,0,1,0,0
31815,2612,117.26,10,FR,online,web,utilities,EUR,0,0,0,0,0
14786,1515,60.21,20,AU,pos,web,fuel,USD,0,0,1,1,0
4295,575,67.54,20,IN,online,android,electronics,EUR,0,0,0,2,0
14356,885,9.22,7,SE,pos,android,fuel,JPY,0,0,1,2,0
17977,2262,18.27,3,US,online,web,grocery,USD,0,0,0,0,0
38888,3138,119.51,20,CH,pos,card,utilities,USD,0,0,1,2,0
30652,999,24.63,12,GB,pos,web,digital,EUR,0,0,1,1,0
17699,3274,81.17,4,AU,pos,ios,grocery,USD,0,0,1,2,0
30773,26,39.17,12,US,mobile,android,electronics,USD,0,0,0,2,0
23045,4172,50.39,19,IT,pos,android,fashion,EUR,0,0,1,1,0
40229,3675,27.48,13,GB,pos,ios,grocery,USD,0,0,1,3,0
12323,4052,46.25,10,US,mobile,web,fuel,EUR,0,0,0,1,0
12099,4366,90.12,21,IN,mobile,web,grocery,EUR,0,0,0,0,0
36946,1595,44.41,19,US,pos,web,digital,USD,0,0,1,0,0
15522,4940,38.22,9,US,online,web,restaurant,GBP,0,1,0,1,0
11965,71,104.59,14,DE,online,android,fashion,EUR,0,0,0,2,0
41116,4252,58.71,14,JP,pos,android,electronics,USD,0,0,1,0,0
44792,4627,90.62,9,GB,online,web,fuel,EUR,0,0,0,2,0
16021,824,51.75,10,IN,online,web,grocery,CAD,0,0,0,1,0
25242,726,48.41,14,IT,online,web,fashion,USD,0,1,0,3,0
13937,3810,42.62,18,DE,online,ios,electronics,EUR,0,0,0,0,0
40532,1269,121.24,15,US,online,ios,grocery,GBP,0,0,0,0,0
49972,597,138.38,12,US,online,card,fuel,JPY,0,0,0,0,0
383,987,73.96,22,NL,pos,android,travel,USD,0,0,1,1,0
26254,1011,65.12,4,FR,atm,web,utilities,GBP,0,0,1,0,0
14542,3423,145.99,15,IN,online,android,restaurant,CAD,0,1,0,0,0
209,3374,53.17,23,US,mobile,web,restaurant,GBP,0,0,0,0,0
41388,582,146.08,18,CA,online,ios,fashion,USD,0,0,0,1,0
18241,4775,268.02,15,NL,online,ios,travel,AUD,0,0,0,0,0
29440,576,37.02,21,AU,online,web,fashion,USD,0,0,0,0,0
28907,2898,29.17,15,US,pos,ios,fuel,USD,0,1,1,0,0
28174,1945,46.94,17,US,pos,android,fashion,GBP,0,0,1,2,0
37869,852,33.67,7,GB,atm,web,electronics,USD,0,0,1,0,0
2347,2160,10.73,20,US,pos,android,fashion,JPY,0,0,1,1,0
36288,4777,85.57,10,US,online,ios,electronics,USD,0,0,0,1,0
40239,4628,39.41,13,US,pos,card,grocery,CAD,0,0,1,2,0
47698,1974,12.79,11,IN,online,web,restaurant,EUR,0,0,0,1,0
18841,4401,117.64,19,NL,online,card,restaurant,EUR,0,0,0,0,0
33189,4731,43.91,11,DE,mobile,web,fashion,USD,0,0,0,0,0
32773,1995,63.43,15,IN,mobile,web,restaurant,USD,0,0,0,3,0
31855,2786,47.08,14,US,pos,web,digital,USD,0,0,1,1,0
17016,277,59.67,12,US,pos,ios,fashion,EUR,0,1,1,3,0
42041,4524,30.1,6,US,pos,web,travel,EUR,0,0,1,2,0
37944,3230,88.99,6,NL,online,android,grocery,USD,0,0,0,1,0
18565,3534,54.5,18,US,online,web,digital,GBP,0,0,0,2,0
712,1190,21.74,20,AU,online,web,grocery,EUR,0,0,0,2,0
14366,3913,48.56,9,US,mobile,web,digital,USD,0,0,0,0,0
47432,2660,77.49,9,CA,atm,web,grocery,USD,0,0,1,1,0
9291,3236,12.82,18,US,online,web,fashion,GBP,0,0,0,4,0
24958,891,20.19,15,US,pos,android,grocery,GBP,0,0,1,5,0
27816,4487,12.29,14,US,pos,android,restaurant,EUR,0,0,1,1,0
24543,1183,37.81,10,ES,online,android,restaurant,GBP,0,0,0,4,0
7796,734,15.52,12,US,online,ios,grocery,EUR,0,0,0,0,0
15874,1960,13.27,12,GB,pos,android,travel,EUR,0,0,1,0,0
21055,2648,91.51,10,DE,pos,web,restaurant,GBP,0,0,1,4,0
38391,840,150.79,14,GB,pos,ios,fuel,GBP,0,0,1,1,0
19329,4455,36.91,18,US,online,web,grocery,USD,0,0,0,3,0
19965,1532,12.94,21,CA,online,card,grocery,USD,0,0,0,0,0
46584,145,22.06,14,JP,pos,web,grocery,USD,0,0,1,0,0
31340,348,23.31,10,IN,mobile,web,gaming,GBP,0,0,0,2,0
27113,3244,14.77,11,DE,online,web,fashion,GBP,0,0,0,1,0
7845,4682,36.99,20,IT,pos,web,restaurant,EUR,0,0,1,2,0
26326,1243,17.12,15,IN,mobile,android,fuel,EUR,0,0,0,1,0
49638,4074,142.04,22,DE,online,android,digital,GBP,0,1,0,2,0
4855,2697,24.88,18,JP,pos,android,fashion,USD,0,0,1,1,0
25027,2535,16.71,17,DE,mobile,web,grocery,JPY,0,1,0,2,0
30826,3303,69.14,21,FR,pos,card,grocery,USD,0,0,1,2,0
7472,1231,81.94,16,NL,online,web,fuel,USD,0,1,0,1,0
38197,3446,51.76,19,MX,pos,web,fuel,USD,0,0,1,0,0
48199,2919,136.54,21,ES,pos,web,fuel,EUR,0,0,1,3,0
47058,2775,24.47,23,ES,mobile,web,restaurant,JPY,0,0,0,1,0
29010,1810,17.07,8,US,online,android,fashion,USD,0,0,0,4,0
48745,4100,79.08,14,US,pos,android,electronics,USD,0,0,1,2,0
20291,2791,32.29,12,SE,online,web,utilities,USD,0,0,0,1,0
11154,2032,34.38,12,US,mobile,web,grocery,USD,0,0,0,2,0
18180,1958,35.63,15,GB,pos,web,travel,USD,0,0,1,2,0
39561,4243,63.1,9,ES,online,android,restaurant,USD,0,0,0,4,0
17780,378,68.89,8,GB,online,web,utilities,GBP,0,0,0,2,0
41394,4895,23.55,17,DE,online,web,utilities,USD,0,1,0,0,0
12027,1162,50.73,12,US,pos,web,electronics,USD,0,0,1,2,0
44759,98,43.56,13,US,online,card,grocery,USD,0,0,0,0,0
18563,3420,20.9,18,US,mobile,android,utilities,USD,0,0,0,0,0
18217,4825,83.46,8,DE,mobile,card,grocery,GBP,0,0,0,0,0
34498,4243,71.28,10,ES,online,web,restaurant,EUR,0,0,0,1,0
46176,1040,148.29,20,PL,mobile,web,electronics,USD,0,0,0,1,0
46488,847,15.97,10,IN,pos,ios,utilities,GBP,0,1,1,0,0
8340,2495,127.98,17,US,online,card,utilities,USD,0,0,0,1,0
40948,1618,27.96,20,CA,pos,web,restaurant,USD,0,0,1,0,0
9188,4588,147.89,23,US,pos,web,fashion,USD,0,0,1,2,0
44465,819,27.16,19,JP,online,android,digital,USD,0,0,0,1,0
46553,2955,39.57,19,GB,pos,web,fuel,USD,0,0,1,2,0
13884,3158,42.56,14,DE,pos,web,gaming,USD,0,0,1,1,0
32213,2919,144.45,20,SE,pos,web,fashion,USD,0,0,1,0,0
18054,3546,99.82,12,IN,pos,web,restaurant,USD,0,0,1,3,0
49053,2162,24.56,13,FR,pos,web,electronics,EUR,0,0,1,0,0
44882,3297,163.96,17,US,online,web,restaurant,EUR,0,1,0,1,0
39237,1884,23.44,19,FR,mobile,ios,grocery,EUR,0,0,0,1,0
16833,2112,19.83,13,US,mobile,ios,grocery,EUR,0,1,0,0,0
8112,550,45.43,15,AU,pos,ios,electronics,USD,0,0,1,1,0
41386,1744,26.86,19,IT,pos,ios,grocery,USD,0,1,1,1,0
35494,94,44.5,8,US,mobile,web,grocery,USD,0,0,0,2,0
33771,1293,29.08,10,FR,pos,android,electronics,EUR,0,0,1,3,0
15291,1403,45.86,10,DE,pos,android,fuel,USD,0,0,1,0,0
35590,1480,114.02,9,CA,online,android,restaurant,EUR,0,0,0,0,0
994,901,28.83,9,US,pos,web,fuel,USD,0,0,1,1,0
27024,2751,44.27,19,IN,online,card,fashion,USD,0,0,0,1,0
13323,2611,74.11,19,US,mobile,ios,restaurant,USD,0,0,0,1,0
40289,3885,157.64,19,US,pos,card,grocery,USD,0,0,1,2,0
29953,626,38.58,20,PL,online,web,fashion,USD,0,0,0,2,0
4766,1694,17.13,9,GB,pos,android,fashion,GBP,0,0,1,0,0
786,884,24.87,4,NL,pos,card,travel,AUD,0,0,1,1,0
23040,4351,85.4,9,US,mobile,ios,grocery,USD,0,0,0,0,0
28399,804,48.32,11,US,pos,android,gaming,USD,0,0,1,0,0
15388,2666,42.89,5,US,online,web,grocery,EUR,0,0,0,1,0
36334,1395,35.65,7,NL,online,web,grocery,USD,0,0,0,0,0
34435,4696,30.55,11,US,pos,web,grocery,USD,0,0,1,2,0
9180,3673,27.66,21,US,online,android,digital,USD,0,0,0,0,0
28869,598,39.54,15,CA,online,android,fashion,USD,0,0,0,0,0
19741,4526,14.88,13,SE,atm,android,grocery,GBP,0,0,1,0,0
22063,1459,30.52,14,US,online,android,electronics,USD,0,0,0,1,0
4516,3343,34.9,16,GB,online,web,digital,USD,0,0,0,1,0
34317,707,63.07,10,GB,online,ios,grocery,USD,0,0,0,0,0
15010,4690,14.46,13,US,pos,web,restaurant,GBP,0,0,1,1,0
39766,2793,91.68,16,US,pos,android,grocery,EUR,0,0,1,0,0
40038,2868,16.77,16,FR,online,card,fashion,EUR,0,0,0,0,0
12249,346,63.51,19,DE,pos,ios,travel,USD,0,0,1,3,0
38897,1658,149.59,6,JP,pos,web,fashion,GBP,0,0,1,1,0
3293,3772,91.7,22,GB,pos,ios,restaurant,USD,0,0,1,3,0
44070,3696,28.22,2,IT,pos,ios,travel,USD,0,0,1,0,0
45496,4890,26.59,12,US,online,web,digital,USD,0,0,0,0,0
43847,717,491.27,19,FR,online,web,utilities,USD,0,0,0,3,0
2127,688,42.63,10,US,online,card,digital,USD,0,0,0,2,0
29315,2883,142.47,21,AU,pos,card,grocery,USD,0,0,1,2,0
1124,12,81.09,7,IT,pos,android,restaurant,GBP,0,0,1,1,0
12216,241,36.84,21,AU,pos,web,electronics,EUR,0,0,1,1,0
48221,1252,37.04,12,GB,pos,ios,fashion,USD,0,1,1,1,0
7944,2912,6.63,19,GB,online,web,fashion,EUR,0,0,0,2,0
14049,2804,65.48,10,IN,online,web,restaurant,USD,0,0,0,1,0
46979,3057,33.73,8,GB,online,web,fashion,AUD,0,1,0,4,0
18152,492,10.53,15,IN,online,web,grocery,AUD,0,0,0,1,0
5821,1501,9.5,20,FR,online,android,fuel,USD,0,0,0,0,0
47659,4839,124.22,12,NL,pos,web,restaurant,EUR,0,0,1,0,0
22519,2723,58.37,16,ES,online,ios,electronics,USD,0,0,0,2,0
47782,2657,10.0,14,US,online,card,restaurant,GBP,0,1,0,0,0
5105,1261,16.06,15,CA,pos,web,restaurant,USD,0,0,1,2,0
3262,2889,26.21,18,MX,online,web,travel,USD,0,0,0,0,0
41668,3605,44.63,16,US,pos,web,utilities,EUR,0,0,1,0,0
26265,4994,106.84,17,US,pos,web,utilities,USD,0,0,1,2,0
42370,3942,110.59,15,FR,pos,android,grocery,USD,0,0,1,1,0
3711,2835,37.68,17,US,pos,ios,fashion,USD,0,0,1,1,0
37472,2598,57.4,4,GB,atm,ios,grocery,EUR,0,0,1,1,0
14155,4809,47.32,19,US,online,web,digital,USD,0,0,0,1,0
37851,4825,17.78,18,CA,pos,web,utilities,CAD,0,1,1,2,0
7684,4179,125.15,8,IN,pos,card,travel,USD,0,0,1,0,0
17956,2263,50.96,11,GB,online,android,utilities,USD,0,0,0,3,0
44396,716,13.58,17,CH,pos,web,electronics,EUR,0,0,1,2,0
35797,1287,61.17,21,ES,online,web,fuel,EUR,0,0,0,3,0
19198,4350,7.72,9,DE,pos,ios,fuel,JPY,0,0,1,0,0
20648,4180,64.42,17,NL,online,android,fuel,EUR,0,0,0,3,0
39659,278,26.24,13,US,pos,android,fashion,EUR,0,0,1,1,0
6603,3029,12.38,12,NL,online,android,gaming,USD,0,0,0,1,0
8468,2023,49.69,10,IN,pos,android,grocery,USD,0,0,1,5,0
37779,338,120.46,19,US,online,android,grocery,JPY,0,0,0,2,0
41859,622,88.88,15,US,online,android,utilities,USD,0,0,0,1,0
28423,2329,28.41,8,ES,mobile,web,fashion,CAD,0,0,0,0,0
18190,1886,144.86,19,US,pos,android,electronics,USD,0,0,1,0,0
38178,988,99.15,9,US,pos,ios,restaurant,USD,0,0,1,3,0
657,4833,31.86,9,US,pos,web,fuel,USD,0,0,1,0,0
48771,2487,23.07,14,NL,pos,ios,utilities,GBP,0,0,1,0,0
23094,1637,123.07,19,US,online,card,gaming,USD,0,0,0,1,0
31198,2625,43.39,15,US,mobile,ios,digital,GBP,0,0,0,1,0
35294,3520,13.66,19,US,mobile,web,utilities,USD,0,1,0,3,0
7669,2481,140.45,16,US,pos,android,grocery,USD,0,0,1,0,0
30474,4825,137.79,23,AU,online,card,fashion,GBP,0,0,0,0,0
20646,1182,48.43,16,JP,online,android,fashion,GBP,0,0,0,1,0
5464,1342,19.34,10,US,mobile,card,restaurant,USD,0,0,0,3,0
3508,2809,54.61,19,DE,pos,ios,fuel,GBP,0,0,1,1,0
34490,1042,21.12,22,US,pos,web,grocery,USD,0,0,1,2,0
48220,2253,28.93,13,IT,online,card,fashion,EUR,0,0,0,0,0
42751,1768,156.96,16,US,mobile,ios,fashion,USD,0,0,0,0,0
17348,1097,32.87,9,CA,mobile,web,fuel,USD,0,0,0,1,0
25593,2415,41.41,13,GB,online,web,utilities,USD,0,0,0,1,0
25588,2876,247.58,12,US,online,android,restaurant,USD,0,0,0,0,0
37181,3087,36.18,10,DE,online,android,fashion,USD,0,0,0,2,0
22595,3943,31.7,12,PL,online,android,restaurant,USD,0,1,0,1,0
7972,1647,23.26,13,JP,online,ios,digital,USD,0,0,0,3,0
23284,4082,26.73,1,CA,pos,android,restaurant,JPY,0,0,1,4,0
8592,2244,24.82,10,CA,pos,web,fashion,EUR,0,0,1,0,0
5340,4373,108.09,16,US,pos,web,restaurant,USD,0,0,1,3,0
49506,2142,226.54,12,NL,atm,web,fashion,USD,0,0,1,2,0
34682,3909,10.7,13,IN,online,android,fashion,EUR,0,0,0,1,0
37493,1675,13.96,0,US,pos,web,restaurant,USD,0,0,1,2,0
43750,247,36.45,9,DE,pos,web,grocery,USD,0,0,1,0,0
17013,3450,24.94,8,US,online,web,electronics,USD,0,1,0,0,0
13281,2252,24.49,17,IT,pos,card,fashion,AUD,0,0,1,0,0
49765,1719,13.39,15,PL,pos,ios,digital,EUR,0,1,1,3,0
1626,2347,161.96,20,US,pos,android,restaurant,USD,0,0,1,0,0
49159,2913,65.67,9,IN,online,android,restaurant,USD,0,0,0,1,0
32406,2760,85.55,18,GB,online,android,fashion,USD,0,0,0,1,0
19513,167,47.92,16,AU,online,web,fashion,USD,0,0,0,0,0
35198,3806,68.34,10,DE,mobile,web,utilities,USD,0,0,0,2,0
46353,4136,72.23,13,IN,mobile,ios,fashion,EUR,0,0,0,3,0
28172,155,128.73,19,AU,pos,android,fashion,USD,0,0,1,1,0
38504,1363,158.58,7,US,online,android,grocery,USD,0,0,0,0,0
11321,154,89.97,21,CH,mobile,web,fuel,USD,0,0,0,0,0
19658,2230,25.62,11,IN,mobile,card,fashion,USD,0,0,0,1,0
14282,2545,36.18,8,US,online,card,electronics,EUR,0,0,0,1,0
46792,2751,187.28,9,AU,online,ios,digital,EUR,0,0,0,1,0
48642,4770,113.66,18,CA,online,ios,grocery,EUR,0,0,0,0,0
31517,3344,94.56,12,US,pos,web,restaurant,USD,0,0,1,1,0
46915,3081,23.19,11,CA,online,ios,utilities,USD,0,1,0,0,0
44146,324,44.9,14,GB,mobile,web,fashion,EUR,0,0,0,1,0
5442,853,15.4,5,US,online,android,grocery,EUR,0,0,0,0,0
15664,4341,30.51,15,IN,online,web,fuel,EUR,0,0,0,2,0
41063,1811,33.69,17,AU,online,card,digital,USD,0,0,0,0,0
36277,153,95.5,18,DE,mobile,web,digital,JPY,0,0,0,1,0
43953,1948,28.86,14,CA,pos,ios,restaurant,USD,0,0,1,0,0
18623,2495,44.39,12,FR,mobile,web,grocery,USD,0,0,0,0,0
10909,4837,36.65,17,US,pos,android,utilities,GBP,0,0,1,1,0
22861,4146,61.51,18,US,mobile,web,fuel,EUR,0,1,0,0,0
38965,1314,87.55,1,IT,pos,web,restaurant,GBP,0,0,1,1,0
15728,4396,6.82,21,FR,pos,android,digital,GBP,0,0,1,2,0
16665,2721,48.26,20,US,pos,ios,fashion,USD,0,0,1,0,0
10185,1487,53.43,12,ES,online,web,grocery,USD,0,1,0,0,0
37041,1092,27.75,8,GB,online,ios,grocery,EUR,0,0,0,2,0
1686,2689,15.26,9,US,online,android,restaurant,USD,0,0,0,1,0
16522,1329,62.23,16,MX,atm,ios,electronics,EUR,0,0,1,0,0
3224,3745,65.47,16,CA,pos,web,utilities,USD,0,0,1,2,0
29013,4556,72.38,20,US,mobile,ios,restaurant,USD,0,0,0,0,0
30556,2845,29.39,16,CA,pos,ios,fashion,EUR,0,0,1,1,0
27846,2102,27.23,17,US,pos,web,digital,USD,0,1,1,0,0
24858,1890,41.12,5,US,pos,android,digital,USD,0,0,1,2,0
42431,2644,43.3,11,US,pos,web,digital,EUR,0,0,1,1,0
45154,404,36.36,11,US,mobile,web,fuel,GBP,0,0,0,2,0
7320,1581,176.8,12,JP,mobile,card,fashion,USD,0,0,0,2,0
8906,3377,61.17,13,US,online,ios,electronics,USD,0,0,0,3,0
19964,4958,105.96,15,US,online,web,utilities,CAD,0,0,0,1,0
44026,1114,65.49,21,JP,pos,web,restaurant,USD,0,0,1,3,0
23733,2451,10.26,21,AU,mobile,web,grocery,AUD,0,1,0,0,0
28063,35,45.98,21,IN,online,android,electronics,JPY,0,1,0,0,0
19258,3227,120.75,9,US,pos,web,electronics,USD,0,0,1,3,0
21702,965,9.18,23,IN,mobile,card,utilities,USD,0,0,0,1,0
43695,3865,100.86,10,GB,pos,card,travel,EUR,0,0,1,0,0
26262,2181,97.14,0,US,pos,web,electronics,EUR,0,0,1,0,0
36860,565,44.23,10,AU,pos,card,electronics,EUR,0,0,1,1,0
17930,673,21.65,11,CA,pos,web,digital,JPY,0,0,1,2,0
36038,3741,29.81,11,US,mobile,web,utilities,EUR,0,0,0,2,0
35871,190,39.77,8,ES,pos,web,restaurant,USD,0,0,1,0,0
13487,1587,10.79,10,AU,online,web,utilities,USD,0,0,0,4,0
45754,1795,30.49,9,IN,pos,android,digital,USD,0,0,1,0,0
36080,1364,44.82,19,AU,mobile,web,fashion,CAD,0,1,0,1,0
2570,467,59.74,0,US,online,ios,grocery,USD,0,0,0,1,0
49773,677,35.03,1,US,pos,android,electronics,USD,0,0,1,1,0
47655,446,19.07,3,US,online,android,restaurant,USD,0,1,0,3,0
19496,492,125.17,6,NL,pos,card,restaurant,USD,0,0,1,2,0
13682,3967,29.65,4,IN,mobile,android,travel,USD,0,0,0,1,0
49728,1277,40.58,10,US,online,android,gaming,USD,0,0,0,0,0
6338,4154,12.89,11,US,online,android,restaurant,GBP,0,0,0,0,0
5485,877,35.4,18,AU,pos,card,restaurant,USD,0,1,1,0,0
4955,3314,81.95,10,US,mobile,ios,grocery,USD,0,0,0,0,0
15053,456,74.87,3,FR,online,web,fashion,USD,0,0,0,1,0
1621,670,67.12,21,AU,mobile,card,digital,JPY,0,0,0,1,0
49844,948,75.43,21,ES,online,web,utilities,USD,0,0,0,2,0
12157,662,23.11,15,IN,pos,android,electronics,USD,0,0,1,1,0
16526,1132,196.5,14,ES,pos,ios,restaurant,USD,0,0,1,4,0
19771,3484,4.1,7,US,online,web,utilities,EUR,0,0,0,0,0
35667,1408,75.13,12,US,online,web,fuel,USD,0,0,0,3,0
10755,1026,59.24,11,US,online,web,grocery,USD,0,0,0,2,0
39142,960,55.76,20,CA,pos,web,utilities,EUR,0,0,1,5,0
2697,3443,10.16,11,IN,online,web,grocery,USD,0,0,0,2,0
1742,4150,43.89,22,IT,pos,card,digital,GBP,0,0,1,0,0
14014,3461,97.34,9,US,pos,ios,grocery,USD,0,0,1,0,0
33720,4307,7.63,0,IN,pos,web,restaurant,USD,0,0,1,0,0
15407,928,30.2,18,US,online,android,utilities,USD,0,0,0,0,0
40495,4103,29.47,15,CA,pos,web,electronics,USD,0,0,1,1,0
31948,3758,102.21,20,AU,online,ios,grocery,CAD,0,0,0,1,0
19360,2463,49.58,15,US,pos,ios,fashion,USD,0,0,1,1,0
8752,259,91.78,18,ES,pos,web,digital,USD,0,0,1,2,0
30674,3676,233.23,8,US,online,web,electronics,USD,0,0,0,3,0
22055,45,70.66,14,US,mobile,android,electronics,USD,0,0,0,0,0
6227,3143,132.78,15,DE,mobile,web,restaurant,GBP,0,0,0,1,0
15495,1205,45.34,20,PL,mobile,ios,grocery,USD,0,0,0,0,0
48229,1357,11.02,12,CH,pos,android,digital,USD,0,0,1,2,0
11656,1500,143.19,18,DE,online,web,grocery,USD,0,0,0,0,0
23238,591,38.06,19,IN,pos,ios,grocery,USD,0,0,1,2,0
3130,368,13.77,18,US,mobile,card,fashion,USD,0,0,0,0,0
34504,3134,25.97,15,FR,pos,web,restaurant,USD,0,0,1,2,0
18075,3150,14.56,19,AU,pos,ios,grocery,USD,0,1,1,0,0
26112,2027,84.82,2,US,pos,android,restaurant,USD,0,0,1,2,0
11210,993,44.81,8,US,pos,ios,grocery,USD,0,0,1,3,0
385,4989,30.33,12,JP,mobile,web,electronics,JPY,0,0,0,1,0
47276,36,43.33,8,CA,mobile,ios,fashion,USD,0,0,0,0,0
